TransactionId,TransactionDate,BusinessUnit,DepartmentName,ProjectName,Country,Account,Amount
T22604,2025-08-17 00:00:00,Agri,Field Operations,Trees,UG,10004,4691
T19791,2025-08-17 00:00:00,R&D,Logistics,Soil Health,DRC,10001,5099
T18624,2025-08-17 00:00:00,Agri,M&E,Farmer Training,DRC,10004,5990
T19999,2025-08-17 00:00:00,Core Program,Finance,Farmer Training,TZ,10004,4951
T19242,2025-08-17 00:00:00,R&D,Logistics,Soil Health,DRC,10004,6543
T21450,2025-08-17 00:00:00,R&D,Field Operations,Farmer Training,TZ,10002,3278
T21321,2025-08-17 00:00:00,Health,Logistics,Farmer Training,UG,10002,3869
T21547,2025-08-17 00:00:00,Core Program,Finance,Yield Improvement,KE,10004,3495
T21824,2025-08-17 00:00:00,Health,Finance,Yield Improvement,UG,10005,1393
T22695,2025-08-17 00:00:00,Core Program,M&E,Soil Health,DRC,10002,2836
T18405,2025-08-17 00:00:00,Agri,Field Operations,Farmer Training,RW,10003,7189
T19489,2025-08-17 00:00:00,Education,Field Operations,Farmer Training,KE,10003,7593
T20828,2025-08-17 00:00:00,Agri,Logistics,Yield Improvement,RW,10003,21330
T22186,2025-08-17 00:00:00,Education,M&E,Trees,RW,10003,838
T18040,2025-08-17 00:00:00,Education,Finance,Trees,TZ,10002,1739
T16905,2025-08-17 00:00:00,Health,M&E,Expansion,DRC,10004,1887
T23580,2025-08-17 00:00:00,Health,M&E,Trees,RW,10005,1874
T18804,2025-08-17 00:00:00,Agri,Logistics,Yield Improvement,UG,10005,1261
T21215,2025-08-17 00:00:00,Education,Logistics,Trees,RW,10001,3030
T18338,2025-08-17 00:00:00,R&D,Logistics,Trees,RW,10002,2959
T24228,2025-08-17 00:00:00,Retail,Field Operations,Farmer Training,KE,10001,887
T23041,2025-08-17 00:00:00,Retail,Finance,Expansion,DRC,10004,1074
T23784,2025-08-17 00:00:00,Core Program,M&E,Farmer Training,DRC,10001,20054
T19458,2025-08-17 00:00:00,Health,Field Operations,Yield Improvement,TZ,10005,2901
T16755,2025-08-17 00:00:00,Health,Finance,Trees,DRC,10005,3172
T25000,2025-08-17 00:00:00,Education,Field Operations,Trees,DRC,10002,4176
T07146,2025-08-17 00:00:00,Education,Logistics,Expansion,KE,10004,5549
T02552,2025-08-17 00:00:00,Core Program,Finance,Soil Health,UG,10005,5104
T10943,2025-08-17 00:00:00,Agri,Logistics,Soil Health,RW,10003,3919
T04332,2025-08-17 00:00:00,Education,M&E,Soil Health,RW,10004,2098
T04640,2025-08-17 00:00:00,R&D,Field Operations,Yield Improvement,TZ,10001,3266
T05910,2025-08-17 00:00:00,Core Program,Logistics,Farmer Training,UG,10001,3484
T04634,2025-08-17 00:00:00,Health,M&E,Farmer Training,TZ,10002,4018
T06521,2025-08-17 00:00:00,Agri,Field Operations,Soil Health,TZ,10003,6941
T01857,2025-08-17 00:00:00,Core Program,Finance,Trees,DRC,10002,1571
T00149,2025-08-17 00:00:00,Agri,M&E,Soil Health,KE,1001,5152
T00707,2025-08-17 00:00:00,Retail,Logistics,Yield Improvement,UG,10002,5109
T08204,2025-08-17 00:00:00,Retail,Finance,Soil Health,DRC,10003,4059
T01779,2025-08-17 00:00:00,Agri,Finance,Trees,DRC,10002,4034
T11970,2025-08-17 00:00:00,Retail,M&E,Soil Health,TZ,10005,6092
T03581,2025-08-17 00:00:00,R&D,M&E,Trees,UG,10004,2434
T15090,2025-08-17 00:00:00,Agri,M&E,Soil Health,UG,10005,1358
T01707,2025-08-17 00:00:00,R&D,Finance,Soil Health,KE,10001,87
T11661,2025-08-17 00:00:00,Retail,M&E,Soil Health,KE,10002,22979
T04555,2025-08-17 00:00:00,Agri,Logistics,Soil Health,RW,10003,3213
T11689,2025-08-17 00:00:00,Retail,Logistics,Yield Improvement,UG,10002,5632
T10617,2025-08-17 00:00:00,Agri,Finance,Expansion,TZ,10001,3592
T12420,2025-08-17 00:00:00,Health,Field Operations,Soil Health,KE,10004,50
T12421,2025-08-17 00:00:00,Agri,Field Operations,Trees,KE,10003,2027
T05817,2025-08-17 00:00:00,R&D,M&E,Expansion,UG,10002,5690
T05918,2025-08-17 00:00:00,Retail,Finance,Farmer Training,DRC,10005,740
T14666,2025-08-17 00:00:00,Education,M&E,Soil Health,KE,10002,6903
T05206,2025-08-17 00:00:00,Agri,Logistics,Expansion,RW,10003,4085
T14522,2025-08-17 00:00:00,Health,Finance,Expansion,DRC,10002,1089
T09425,2025-08-17 00:00:00,Health,Field Operations,Trees,RW,10002,5460
T03874,2025-08-17 00:00:00,R&D,Logistics,Trees,KE,10004,3697
T11414,2025-08-17 00:00:00,R&D,Field Operations,Farmer Training,DRC,10004,2391
T00971,2025-08-17 00:00:00,Core Program,M&E,Farmer Training,KE,10003,4129
T08033,2025-08-17 00:00:00,Education,Logistics,Soil Health,KE,10005,419
T07189,2025-08-17 00:00:00,Agri,Logistics,Soil Health,TZ,10003,825
T06112,2025-08-17 00:00:00,Education,Finance,Trees,TZ,10005,2538
T08016,2025-08-17 00:00:00,R&D,Logistics,Soil Health,TZ,10001,1460
T14860,2025-08-17 00:00:00,Agri,Finance,Soil Health,DRC,10001,4671
T13518,2025-08-17 00:00:00,Core Program,Field Operations,Soil Health,DRC,10001,26109
T11152,2025-08-17 00:00:00,Retail,Logistics,Trees,UG,10001,871
T01172,2025-08-17 00:00:00,Agri,Finance,Soil Health,RW,10002,3021
T15149,2025-08-17 00:00:00,R&D,M&E,Expansion,UG,10004,1622
T03785,2025-08-17 00:00:00,Agri,Logistics,Yield Improvement,DRC,10003,1400
T14229,2025-08-17 00:00:00,R&D,Logistics,Trees,TZ,10004,3313
T00110,2025-08-17 00:00:00,Agri,M&E,Soil Health,KE,1001,3125
T11778,2025-08-17 00:00:00,R&D,Finance,Yield Improvement,TZ,10003,1433
T11493,2025-08-17 00:00:00,R&D,Logistics,Expansion,RW,10005,1696
T13637,2025-08-17 00:00:00,Retail,Field Operations,Soil Health,DRC,10003,12234
T11773,2025-08-17 00:00:00,Retail,M&E,Expansion,DRC,10003,3278
T01396,2025-08-17 00:00:00,Education,M&E,Farmer Training,RW,10004,4070
T00859,2025-08-17 00:00:00,Core Program,Logistics,Trees,RW,10005,3082
T06806,2025-08-17 00:00:00,R&D,Finance,Farmer Training,DRC,10005,525
T04527,2025-08-17 00:00:00,Agri,Field Operations,Trees,DRC,10003,2585
T05882,2025-08-18 00:00:00,Retail,Logistics,Farmer Training,TZ,10001,983
T08548,2025-08-18 00:00:00,Agri,Logistics,Yield Improvement,DRC,10002,143
T04465,2025-08-18 00:00:00,Health,Field Operations,Farmer Training,RW,10005,3747
T18311,2025-08-18 00:00:00,R&D,M&E,Trees,KE,10003,5591
T16423,2025-08-18 00:00:00,R&D,Field Operations,Yield Improvement,UG,10002,3116
T19262,2025-08-18 00:00:00,Education,Logistics,Soil Health,RW,10003,3459
T23034,2025-08-18 00:00:00,Core Program,Logistics,Yield Improvement,TZ,10001,1112
T04969,2025-08-18 00:00:00,Health,Finance,Trees,KE,10005,1573
T12947,2025-08-18 00:00:00,Health,M&E,Yield Improvement,UG,10004,26798
T17839,2025-08-18 00:00:00,Education,Logistics,Yield Improvement,RW,10001,6250
T04768,2025-08-18 00:00:00,Core Program,Field Operations,Yield Improvement,UG,10004,2541
T19375,2025-08-18 00:00:00,Core Program,Field Operations,Farmer Training,TZ,10002,3018
T19372,2025-08-18 00:00:00,Agri,Logistics,Trees,UG,10001,3897
T11756,2025-08-18 00:00:00,R&D,Finance,Trees,DRC,10004,597
T16555,2025-08-18 00:00:00,Retail,Field Operations,Yield Improvement,KE,10005,422
T17996,2025-08-18 00:00:00,R&D,M&E,Farmer Training,TZ,10002,50
T10932,2025-08-18 00:00:00,Education,Finance,Trees,TZ,10003,4003
T19745,2025-08-18 00:00:00,Agri,Logistics,Expansion,TZ,10001,5054
T06056,2025-08-18 00:00:00,Retail,M&E,Yield Improvement,UG,10005,2598
T08854,2025-08-18 00:00:00,Core Program,Logistics,Expansion,UG,10004,1731
T00455,2025-08-18 00:00:00,Health,Field Operations,Yield Improvement,UG,10005,3250
T23460,2025-08-18 00:00:00,R&D,Logistics,Expansion,TZ,10001,25236
T21660,2025-08-18 00:00:00,R&D,Field Operations,Farmer Training,TZ,10002,2658
T12518,2025-08-18 00:00:00,Core Program,Field Operations,Soil Health,RW,10001,3871
T02976,2025-08-18 00:00:00,Core Program,Finance,Trees,DRC,10002,5695
T15513,2025-08-18 00:00:00,Health,Field Operations,Farmer Training,RW,10002,4027
T03537,2025-08-18 00:00:00,Retail,Field Operations,Expansion,TZ,10004,6061
T24949,2025-08-18 00:00:00,R&D,Logistics,Soil Health,DRC,10002,1260
T06941,2025-08-18 00:00:00,R&D,M&E,Yield Improvement,RW,10003,5429
T20139,2025-08-18 00:00:00,R&D,Finance,Soil Health,UG,10002,5406
T01704,2025-08-18 00:00:00,Agri,M&E,Yield Improvement,KE,10003,481
T24209,2025-08-18 00:00:00,Agri,M&E,Trees,UG,10003,5930
T18809,2025-08-18 00:00:00,Core Program,Field Operations,Soil Health,DRC,10004,682
T07405,2025-08-18 00:00:00,Agri,Finance,Farmer Training,UG,10005,7643
T12517,2025-08-18 00:00:00,R&D,M&E,Soil Health,TZ,10002,2630
T04184,2025-08-18 00:00:00,Core Program,Field Operations,Trees,DRC,10004,5798
T16016,2025-08-18 00:00:00,R&D,M&E,Expansion,RW,10004,23155
T09919,2025-08-18 00:00:00,R&D,Logistics,Farmer Training,DRC,10004,1661
T06526,2025-08-18 00:00:00,Health,M&E,Yield Improvement,UG,10001,5763
T22634,2025-08-18 00:00:00,R&D,Field Operations,Expansion,TZ,10003,3001
T06547,2025-08-18 00:00:00,Health,Field Operations,Soil Health,UG,10001,4452
T13950,2025-08-18 00:00:00,Education,Logistics,Farmer Training,DRC,10004,3906
T08525,2025-08-18 00:00:00,Retail,M&E,Yield Improvement,UG,10005,1321
T20791,2025-08-18 00:00:00,Health,Field Operations,Farmer Training,KE,10004,5312
T08286,2025-08-18 00:00:00,Agri,Finance,Expansion,DRC,10005,3446
T10255,2025-08-18 00:00:00,R&D,Field Operations,Expansion,DRC,10005,4492
T06270,2025-08-18 00:00:00,Education,M&E,Farmer Training,KE,10005,1106
T04339,2025-08-18 00:00:00,Education,Finance,Soil Health,RW,10005,1999
T15721,2025-08-18 00:00:00,Core Program,Field Operations,Yield Improvement,DRC,10001,249
T19671,2025-08-18 00:00:00,Core Program,Logistics,Expansion,UG,10003,7391
T01028,2025-08-18 00:00:00,Retail,Field Operations,Expansion,KE,10001,3462
T15321,2025-08-18 00:00:00,Education,Logistics,Yield Improvement,RW,10003,2126
T01977,2025-08-18 00:00:00,Retail,M&E,Trees,RW,10003,3305
T18373,2025-08-18 00:00:00,Health,Field Operations,Yield Improvement,UG,10003,4927
T04320,2025-08-18 00:00:00,Agri,Logistics,Yield Improvement,KE,10005,6414
T09434,2025-08-18 00:00:00,Education,Field Operations,Farmer Training,UG,10003,14625
T24297,2025-08-18 00:00:00,R&D,Field Operations,Farmer Training,DRC,10002,4747
T03525,2025-08-18 00:00:00,Core Program,Field Operations,Trees,TZ,10001,6716
T24587,2025-08-18 00:00:00,Core Program,Logistics,Soil Health,KE,10004,50
T07160,2025-08-18 00:00:00,Retail,Logistics,Trees,DRC,10003,6327
T07453,2025-08-19 00:00:00,Retail,Logistics,Soil Health,TZ,10003,2579
T01168,2025-08-19 00:00:00,Agri,M&E,Expansion,RW,10004,487
T14172,2025-08-19 00:00:00,Core Program,Field Operations,Soil Health,DRC,10003,2449
T01266,2025-08-19 00:00:00,Health,Finance,Soil Health,TZ,10002,3967
T17867,2025-08-19 00:00:00,Education,Field Operations,Trees,UG,10001,4030
T20488,2025-08-19 00:00:00,Core Program,M&E,Yield Improvement,RW,10005,1715
T07982,2025-08-19 00:00:00,Core Program,M&E,Soil Health,KE,10001,18915
T24084,2025-08-19 00:00:00,Education,M&E,Trees,RW,10001,3648
T15752,2025-08-19 00:00:00,Education,M&E,Yield Improvement,KE,10001,612
T06103,2025-08-19 00:00:00,Agri,Logistics,Yield Improvement,DRC,10004,4609
T18978,2025-08-19 00:00:00,Health,Logistics,Farmer Training,DRC,10003,595
T01959,2025-08-19 00:00:00,Education,Logistics,Expansion,UG,10002,3759
T13485,2025-08-19 00:00:00,Health,Field Operations,Trees,UG,10005,5498
T14618,2025-08-19 00:00:00,R&D,M&E,Soil Health,DRC,10001,863
T05874,2025-08-19 00:00:00,Health,Finance,Expansion,KE,10003,352
T08982,2025-08-19 00:00:00,Health,Logistics,Farmer Training,UG,10002,3088
T18508,2025-08-19 00:00:00,R&D,Logistics,Trees,RW,10004,466
T13436,2025-08-19 00:00:00,Core Program,Field Operations,Farmer Training,RW,10003,4038
T16046,2025-08-19 00:00:00,Health,Field Operations,Farmer Training,DRC,10002,2090
T23553,2025-08-19 00:00:00,Health,Logistics,Farmer Training,KE,10001,3363
T14688,2025-08-19 00:00:00,Health,Logistics,Expansion,RW,10004,5817
T00525,2025-08-19 00:00:00,Retail,Finance,Expansion,RW,10003,50
T19263,2025-08-19 00:00:00,Education,Field Operations,Farmer Training,DRC,10002,6383
T10691,2025-08-19 00:00:00,Agri,M&E,Soil Health,KE,10004,6805
T23512,2025-08-19 00:00:00,Health,Finance,Farmer Training,UG,10001,4246
T13371,2025-08-19 00:00:00,Health,M&E,Trees,RW,10002,3392
T05658,2025-08-19 00:00:00,Core Program,M&E,Yield Improvement,RW,10005,387
T01679,2025-08-19 00:00:00,Health,Finance,Farmer Training,RW,10003,18318
T20861,2025-08-19 00:00:00,R&D,Logistics,Soil Health,TZ,10003,2566
T05436,2025-08-19 00:00:00,Education,Field Operations,Yield Improvement,DRC,10003,4829
T06616,2025-08-19 00:00:00,Agri,M&E,Soil Health,UG,10002,2412
T23710,2025-08-19 00:00:00,Core Program,M&E,Trees,RW,10001,1059
T07630,2025-08-19 00:00:00,Agri,Finance,Soil Health,TZ,10004,3719
T03726,2025-08-19 00:00:00,R&D,M&E,Farmer Training,KE,10004,510
T11587,2025-08-19 00:00:00,Health,Logistics,Trees,KE,10001,6205
T17557,2025-08-19 00:00:00,Retail,Finance,Farmer Training,KE,10005,89
T08365,2025-08-19 00:00:00,Retail,M&E,Expansion,KE,10005,3477
T24861,2025-08-19 00:00:00,Agri,Logistics,Expansion,DRC,10002,2124
T22040,2025-08-19 00:00:00,R&D,M&E,Expansion,KE,10004,5763
T11629,2025-08-19 00:00:00,Health,M&E,Yield Improvement,RW,10002,2906
T04590,2025-08-19 00:00:00,R&D,Finance,Farmer Training,TZ,10004,4650
T03278,2025-08-19 00:00:00,R&D,Logistics,Trees,TZ,10001,5279
T08227,2025-08-19 00:00:00,Education,M&E,Expansion,KE,10004,791
T03615,2025-08-19 00:00:00,Retail,Logistics,Expansion,UG,10003,736
T11759,2025-08-19 00:00:00,Health,Finance,Yield Improvement,RW,10004,3757
T04467,2025-08-19 00:00:00,Education,Field Operations,Soil Health,KE,10003,3906
T04457,2025-08-19 00:00:00,Agri,M&E,Yield Improvement,UG,10003,3062
T04151,2025-08-19 00:00:00,R&D,Logistics,Expansion,UG,10005,4342
T22286,2025-08-19 00:00:00,Core Program,Field Operations,Soil Health,RW,10005,680
T17427,2025-08-19 00:00:00,Agri,Field Operations,Farmer Training,TZ,10005,4070
T22663,2025-08-19 00:00:00,Retail,M&E,Yield Improvement,TZ,10002,5418
T11807,2025-08-19 00:00:00,R&D,Finance,Yield Improvement,DRC,10004,2570
T04351,2025-08-19 00:00:00,Retail,Finance,Soil Health,UG,10001,2785
T17250,2025-08-19 00:00:00,Retail,Logistics,Expansion,RW,10001,3282
T04676,2025-08-19 00:00:00,Agri,Field Operations,Yield Improvement,TZ,10001,1586
T11873,2025-08-19 00:00:00,Core Program,Finance,Yield Improvement,KE,10001,2757
T22507,2025-08-19 00:00:00,R&D,M&E,Yield Improvement,UG,10004,2998
T23037,2025-08-19 00:00:00,Health,Finance,Yield Improvement,DRC,10001,3972
T17666,2025-08-19 00:00:00,Retail,Field Operations,Trees,RW,10005,4385
T15175,2025-08-19 00:00:00,Health,Finance,Expansion,KE,10004,3294
T19725,2025-08-20 00:00:00,Agri,M&E,Farmer Training,TZ,10005,4588
T11074,2025-08-20 00:00:00,Core Program,Finance,Expansion,UG,10004,25372
T08787,2025-08-20 00:00:00,Retail,M&E,Farmer Training,TZ,10005,6517
T00549,2025-08-20 00:00:00,Retail,M&E,Expansion,DRC,10002,6752
T20550,2025-08-20 00:00:00,Health,Field Operations,Soil Health,TZ,10002,1808
T16225,2025-08-20 00:00:00,Core Program,M&E,Soil Health,KE,10005,2065
T12208,2025-08-20 00:00:00,Core Program,Field Operations,Yield Improvement,KE,10001,25333
T19835,2025-08-20 00:00:00,Health,Logistics,Trees,TZ,10004,4642
T23123,2025-08-20 00:00:00,Agri,Logistics,Farmer Training,RW,10005,2266
T17226,2025-08-20 00:00:00,Education,Field Operations,Trees,TZ,10003,2587
T21463,2025-08-20 00:00:00,Agri,Finance,Soil Health,TZ,10002,536
T12555,2025-08-20 00:00:00,R&D,Finance,Yield Improvement,TZ,10004,3117
T22372,2025-08-20 00:00:00,Health,M&E,Expansion,RW,10002,2070
T12062,2025-08-20 00:00:00,Retail,Finance,Farmer Training,KE,10001,3505
T18274,2025-08-20 00:00:00,Core Program,M&E,Soil Health,TZ,10004,18148
T16629,2025-08-20 00:00:00,Education,Field Operations,Expansion,TZ,10001,5836
T01317,2025-08-20 00:00:00,Education,Finance,Expansion,KE,10002,1870
T22857,2025-08-20 00:00:00,Core Program,Logistics,Soil Health,RW,10003,1025
T19085,2025-08-20 00:00:00,Agri,Finance,Yield Improvement,TZ,10003,3535
T09828,2025-08-20 00:00:00,Education,Finance,Farmer Training,UG,10004,3456
T11999,2025-08-20 00:00:00,Agri,M&E,Yield Improvement,DRC,10002,4650
T13195,2025-08-20 00:00:00,R&D,M&E,Trees,DRC,10004,3280
T21522,2025-08-20 00:00:00,Education,M&E,Farmer Training,UG,10002,4295
T09139,2025-08-20 00:00:00,Health,Logistics,Trees,KE,10002,6148
T07827,2025-08-20 00:00:00,Health,M&E,Soil Health,KE,10004,3925
T19706,2025-08-20 00:00:00,R&D,M&E,Farmer Training,RW,10005,3778
T04968,2025-08-20 00:00:00,Retail,M&E,Trees,DRC,10005,2369
T11085,2025-08-20 00:00:00,R&D,Finance,Yield Improvement,DRC,10003,6004
T02055,2025-08-20 00:00:00,R&D,M&E,Trees,UG,10002,5966
T07929,2025-08-20 00:00:00,Education,Logistics,Expansion,UG,10002,1596
T00267,2025-08-20 00:00:00,Health,Finance,Soil Health,KE,10004,7174
T15680,2025-08-20 00:00:00,Health,Finance,Yield Improvement,UG,10004,5179
T07271,2025-08-20 00:00:00,Health,M&E,Trees,RW,10002,50
T10150,2025-08-20 00:00:00,Retail,Finance,Trees,TZ,10003,18389
T09959,2025-08-20 00:00:00,R&D,Finance,Soil Health,KE,10003,4481
T07978,2025-08-20 00:00:00,Agri,Field Operations,Soil Health,KE,10003,5610
T02689,2025-08-20 00:00:00,Core Program,Field Operations,Trees,DRC,10002,1649
T12977,2025-08-20 00:00:00,Education,M&E,Yield Improvement,TZ,10003,5526
T09356,2025-08-20 00:00:00,Agri,M&E,Trees,RW,10001,4349
T24833,2025-08-20 00:00:00,Education,Logistics,Expansion,KE,10003,2705
T00816,2025-08-20 00:00:00,Agri,M&E,Farmer Training,KE,10005,1910
T20130,2025-08-20 00:00:00,R&D,Finance,Soil Health,KE,10004,11821
T02270,2025-08-20 00:00:00,Retail,M&E,Soil Health,DRC,10005,977
T23855,2025-08-20 00:00:00,Education,Finance,Farmer Training,UG,10005,4111
T05081,2025-08-20 00:00:00,Core Program,M&E,Yield Improvement,TZ,10003,24619
T15741,2025-08-20 00:00:00,Retail,Field Operations,Yield Improvement,RW,10004,731
T16110,2025-08-20 00:00:00,Core Program,Field Operations,Yield Improvement,UG,10002,4619
T22359,2025-08-20 00:00:00,Health,Finance,Farmer Training,RW,10001,12970
T07296,2025-08-20 00:00:00,R&D,Logistics,Trees,DRC,10002,3906
T12011,2025-08-20 00:00:00,Agri,Finance,Trees,KE,10002,5456
T17294,2025-08-20 00:00:00,Agri,Field Operations,Soil Health,DRC,10002,3922
T19411,2025-08-20 00:00:00,Education,Field Operations,Yield Improvement,TZ,10004,4989
T11380,2025-08-20 00:00:00,Health,Finance,Expansion,RW,10005,4128
T13930,2025-08-20 00:00:00,Education,M&E,Farmer Training,RW,10002,2432
T09183,2025-08-20 00:00:00,Retail,Logistics,Yield Improvement,DRC,10001,2909
T11602,2025-08-20 00:00:00,R&D,Logistics,Farmer Training,UG,10002,1283
T01723,2025-08-20 00:00:00,Agri,Field Operations,Farmer Training,TZ,10005,4278
T20707,2025-08-20 00:00:00,Core Program,Finance,Expansion,RW,10001,6225
T13807,2025-08-20 00:00:00,Retail,Finance,Yield Improvement,UG,10002,2155
T11287,2025-08-20 00:00:00,Core Program,M&E,Trees,RW,10001,4275
T08581,2025-08-21 00:00:00,Education,Finance,Expansion,TZ,10003,5610
T12307,2025-08-21 00:00:00,Education,Field Operations,Soil Health,KE,10003,1290
T06694,2025-08-21 00:00:00,Core Program,Finance,Expansion,UG,10002,4677
T18228,2025-08-21 00:00:00,Core Program,Field Operations,Expansion,UG,10003,1920
T05771,2025-08-21 00:00:00,R&D,M&E,Trees,DRC,10004,121
T06790,2025-08-21 00:00:00,R&D,Finance,Yield Improvement,UG,10004,3696
T11749,2025-08-21 00:00:00,Health,M&E,Trees,KE,10002,15082
T19667,2025-08-21 00:00:00,Education,Finance,Expansion,RW,10003,3719
T18507,2025-08-21 00:00:00,R&D,Logistics,Trees,RW,10002,1354
T00093,2025-08-21 00:00:00,Agri,M&E,Soil Health,KE,1001,800
T15501,2025-08-21 00:00:00,Agri,M&E,Yield Improvement,UG,10001,6519
T18520,2025-08-21 00:00:00,Retail,Logistics,Farmer Training,RW,10004,4168
T23737,2025-08-21 00:00:00,Health,M&E,Farmer Training,KE,10003,3577
T24535,2025-08-21 00:00:00,R&D,Finance,Soil Health,RW,10003,50
T04242,2025-08-21 00:00:00,Retail,Logistics,Trees,UG,10002,4384
T15240,2025-08-21 00:00:00,Education,Finance,Yield Improvement,TZ,10002,4501
T21869,2025-08-21 00:00:00,Education,Logistics,Farmer Training,DRC,10004,6453
T16203,2025-08-21 00:00:00,Agri,Finance,Soil Health,RW,10001,3409
T14591,2025-08-21 00:00:00,Agri,Logistics,Soil Health,KE,10005,3082
T24528,2025-08-21 00:00:00,R&D,Field Operations,Yield Improvement,KE,10001,3876
T09133,2025-08-21 00:00:00,Health,M&E,Yield Improvement,TZ,10002,17230
T20085,2025-08-21 00:00:00,Retail,Field Operations,Trees,KE,10001,2966
T09135,2025-08-21 00:00:00,Core Program,M&E,Trees,DRC,10002,3097
T22640,2025-08-21 00:00:00,Retail,M&E,Yield Improvement,RW,10004,3655
T23581,2025-08-21 00:00:00,Education,Finance,Trees,TZ,10004,4522
T10543,2025-08-21 00:00:00,Agri,M&E,Expansion,RW,10005,1626
T04455,2025-08-21 00:00:00,Core Program,Logistics,Trees,RW,10004,3260
T20472,2025-08-21 00:00:00,Agri,M&E,Expansion,TZ,10003,1604
T07871,2025-08-21 00:00:00,Education,M&E,Expansion,RW,10002,4900
T21763,2025-08-21 00:00:00,Retail,Finance,Farmer Training,UG,10003,936
T20564,2025-08-21 00:00:00,R&D,Logistics,Expansion,UG,10005,4544
T18825,2025-08-21 00:00:00,Agri,Logistics,Trees,UG,10003,3428
T23332,2025-08-21 00:00:00,Education,Field Operations,Yield Improvement,KE,10003,653
T21579,2025-08-21 00:00:00,Agri,Field Operations,Expansion,UG,10003,6045
T16764,2025-08-21 00:00:00,Health,Finance,Trees,TZ,10003,56
T23323,2025-08-21 00:00:00,Education,Logistics,Farmer Training,DRC,10003,3713
T07327,2025-08-21 00:00:00,Agri,Logistics,Farmer Training,RW,10002,4231
T05305,2025-08-21 00:00:00,Core Program,Logistics,Expansion,DRC,10001,3387
T23296,2025-08-21 00:00:00,Agri,Finance,Yield Improvement,KE,10005,561
T14235,2025-08-21 00:00:00,Agri,Field Operations,Trees,UG,10005,4502
T16525,2025-08-21 00:00:00,Education,M&E,Farmer Training,TZ,10004,1141
T03798,2025-08-21 00:00:00,Agri,Finance,Expansion,RW,10003,2632
T12098,2025-08-21 00:00:00,Retail,Logistics,Farmer Training,KE,10005,1427
T11526,2025-08-21 00:00:00,Health,Logistics,Trees,RW,10004,4621
T19566,2025-08-21 00:00:00,R&D,Logistics,Yield Improvement,DRC,10001,3011
T24854,2025-08-21 00:00:00,Retail,Field Operations,Soil Health,KE,10001,5324
T07282,2025-08-21 00:00:00,R&D,M&E,Farmer Training,TZ,10005,930
T07010,2025-08-21 00:00:00,Health,M&E,Trees,UG,10005,6383
T16394,2025-08-21 00:00:00,Health,M&E,Yield Improvement,UG,10003,2990
T20684,2025-08-21 00:00:00,Core Program,Finance,Farmer Training,DRC,10002,3139
T15667,2025-08-21 00:00:00,Education,Finance,Expansion,UG,10003,721
T16712,2025-08-21 00:00:00,Agri,Field Operations,Trees,KE,10003,765
T10909,2025-08-21 00:00:00,Agri,Field Operations,Farmer Training,RW,10005,6671
T21442,2025-08-21 00:00:00,Education,Finance,Expansion,KE,10002,3348
T03060,2025-08-21 00:00:00,R&D,Field Operations,Trees,UG,10001,19351
T21942,2025-08-21 00:00:00,Education,Field Operations,Yield Improvement,RW,10001,3252
T24974,2025-08-21 00:00:00,Core Program,Logistics,Yield Improvement,DRC,10001,3105
T16818,2025-08-21 00:00:00,Education,Field Operations,Farmer Training,DRC,10004,3727
T04765,2025-08-21 00:00:00,Health,Field Operations,Soil Health,RW,10001,2860
T09839,2025-08-21 00:00:00,Education,Finance,Farmer Training,TZ,10005,1625
T18489,2025-08-21 00:00:00,Education,Finance,Yield Improvement,TZ,10005,4140
T10902,2025-08-21 00:00:00,Agri,Finance,Yield Improvement,DRC,10005,4313
T01129,2025-08-21 00:00:00,Health,Logistics,Yield Improvement,UG,10002,2215
T24315,2025-08-21 00:00:00,Health,Finance,Soil Health,DRC,10005,5073
T05016,2025-08-21 00:00:00,Agri,Finance,Expansion,KE,10002,4343
T20413,2025-08-22 00:00:00,Core Program,Finance,Farmer Training,RW,10004,5584
T07103,2025-08-22 00:00:00,Education,M&E,Farmer Training,TZ,10002,2456
T09517,2025-08-22 00:00:00,Health,Logistics,Soil Health,RW,10002,2798
T22239,2025-08-22 00:00:00,Education,Field Operations,Farmer Training,TZ,10003,4041
T10135,2025-08-22 00:00:00,Core Program,Field Operations,Expansion,UG,10005,1038
T08472,2025-08-22 00:00:00,Agri,M&E,Yield Improvement,RW,10002,4069
T01167,2025-08-22 00:00:00,Core Program,Finance,Trees,RW,10003,1338
T17192,2025-08-22 00:00:00,Retail,Finance,Expansion,UG,10003,941
T01218,2025-08-22 00:00:00,Retail,Finance,Soil Health,DRC,10002,2345
T19584,2025-08-22 00:00:00,Core Program,M&E,Expansion,UG,10001,2849
T18650,2025-08-22 00:00:00,Education,Logistics,Expansion,KE,10002,4204
T01509,2025-08-22 00:00:00,Core Program,Finance,Soil Health,UG,10004,5075
T22586,2025-08-22 00:00:00,Retail,Logistics,Farmer Training,UG,10005,2246
T01539,2025-08-22 00:00:00,Retail,Logistics,Soil Health,UG,10004,5648
T20669,2025-08-22 00:00:00,Retail,Finance,Trees,UG,10004,3457
T19088,2025-08-22 00:00:00,Retail,Logistics,Expansion,KE,10003,2343
T03724,2025-08-22 00:00:00,R&D,Field Operations,Yield Improvement,DRC,10001,3243
T24122,2025-08-22 00:00:00,R&D,Field Operations,Farmer Training,KE,10003,4675
